region_id,sheet_number,sheet_name,scope,bid_item,subheading,text,text_frequency,frequency_flag,ocr_hints,llm_region_type,llm_identified_content,llm_association_strength,llm_direct_bid_item_evidence,final_validation,llm_confidence,llm_reason,needs_manual_review,medium_path,local_path,locator_path
region_000870,A-421,Enlarged Plans Unit 2,Plumbing,Furnish & Install — Plumbing Fixtures,Plumbing Fixtures & Accessories,SS-1,4,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000870.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000870.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000870.png
region_000871,A-421,Enlarged Plans Unit 2,Plumbing,Furnish & Install — Plumbing Fixtures,Plumbing Fixtures & Accessories,SS-1,4,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000871.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000871.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000871.png
region_000872,A-421,Enlarged Plans Unit 2,Plumbing,Furnish & Install — Plumbing Fixtures,Plumbing Fixtures & Accessories,SS-1,4,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000872.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000872.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000872.png
region_000873,A-421,Enlarged Plans Unit 2,Plumbing,Furnish & Install — Plumbing Fixtures,Plumbing Fixtures & Accessories,SS-1,4,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000873.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000873.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000873.png
region_000874,A-421,Enlarged Plans Unit 2,Miscellaneous Metals,Furnish & Install Corner Guards,Corner & Wall Guards,CORNER GUARD,4,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000874.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000874.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000874.png
region_000875,A-421,Enlarged Plans Unit 2,Miscellaneous Metals,Furnish & Install Corner Guards,Corner & Wall Guards,CORNER GUARD,4,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000875.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000875.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000875.png
region_000876,A-421,Enlarged Plans Unit 2,Miscellaneous Metals,Furnish & Install Corner Guards,Corner & Wall Guards,CORNER GUARD,4,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000876.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000876.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000876.png
region_000877,A-421,Enlarged Plans Unit 2,Miscellaneous Metals,Furnish & Install Corner Guards,Corner & Wall Guards,CORNER GUARD,4,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000877.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000877.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000877.png
region_000878,A-425,Equipment Plans & Schedule,Rough Carpentry,Furnish & Install Wood Blocking and Backing,Blocking and Backing,"GB1 GRAB BAR GRAB BAR, 42"". CONTRACTOR TO PROVIDE BACKING X",1,False,"[""POSSIBLE_DIMENSION""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000878.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000878.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000878.png
region_000879,A-425,Equipment Plans & Schedule,Rough Carpentry,Furnish & Install Wood Blocking and Backing,Blocking and Backing,"GB3 GRAB BAR GRAB BAR TRANSFER SHOWER, CONTRACTOR TO PROVIDE BACKING X",1,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000879.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000879.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000879.png
region_000880,A-425,Equipment Plans & Schedule,Rough Carpentry,Furnish & Install Wood Blocking and Backing,Blocking and Backing,GB3,2,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000880.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000880.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000880.png
region_000881,A-425,Equipment Plans & Schedule,Rough Carpentry,Furnish & Install Wood Blocking and Backing,Blocking and Backing,GB1,4,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000881.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000881.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000881.png
region_000882,A-425,Equipment Plans & Schedule,Rough Carpentry,Furnish & Install Wood Blocking and Backing,Blocking and Backing,GB1,4,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000882.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000882.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000882.png
region_000883,A-425,Equipment Plans & Schedule,Rough Carpentry,Furnish & Install Wood Blocking and Backing,Blocking and Backing,GB3,2,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000883.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000883.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000883.png
region_000884,A-425,Equipment Plans & Schedule,Rough Carpentry,Furnish & Install Wood Blocking and Backing,Blocking and Backing,GB1,4,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000884.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000884.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000884.png
region_000885,A-425,Equipment Plans & Schedule,Rough Carpentry,Furnish & Install Wood Blocking and Backing,Blocking and Backing,GB1,4,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000885.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000885.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000885.png
region_000886,A-425,Equipment Plans & Schedule,Windows,Furnish & Install Vinyl Clad Windows,Vinyl Windows,WT7 96 UNITS,1,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000886.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000886.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000886.png
region_000887,A-425,Equipment Plans & Schedule,Windows,Furnish & Install Vinyl Clad Windows,Vinyl Windows,WT6 84 UNITS,1,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000887.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000887.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000887.png
region_000888,A-425,Equipment Plans & Schedule,Windows,Furnish & Install Vinyl Clad Windows,Vinyl Windows,WT5 60 UNITS,1,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000888.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000888.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000888.png
region_000889,A-425,Equipment Plans & Schedule,Wall Finishes,Furnish & Install Cut To Fit Abs Tub Surround,Fiber-Reinforced Polymer (FRP) Wall Panels,"TS1 TUB SURROUND CUT TO FIT ABS SURROUND, TUB TO CEILING. (NO FIBERGLASS) X",1,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000889.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000889.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000889.png
region_000890,A-425,Equipment Plans & Schedule,Wall Finishes,Furnish & Install Cut To Fit Abs Tub Surround,Fiber-Reinforced Polymer (FRP) Wall Panels,TUB SURROUND,2,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000890.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000890.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000890.png
region_000891,A-425,Equipment Plans & Schedule,Wall Finishes,Furnish & Install Cut To Fit Abs Tub Surround,Fiber-Reinforced Polymer (FRP) Wall Panels,TUB SURROUND,2,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000891.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000891.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000891.png
region_000892,A-425,Equipment Plans & Schedule,Wall Finishes,Furnish & Install Cut To Fit Abs Tub Surround,Fiber-Reinforced Polymer (FRP) Wall Panels,TS1,2,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000892.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000892.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000892.png
region_000893,A-425,Equipment Plans & Schedule,Wall Finishes,Furnish & Install Cut To Fit Abs Tub Surround,Fiber-Reinforced Polymer (FRP) Wall Panels,TS1,2,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000893.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000893.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000893.png
region_000894,A-425,Equipment Plans & Schedule,Safety Specialties,Furnish & Install Fire Extinguishers And Cabinets,Fire Extinguishers & Cabinets,FIRE EXT.,1,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000894.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000894.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000894.png
region_000895,A-425,Equipment Plans & Schedule,Safety Specialties,Furnish & Install Fire Extinguishers And Cabinets,Fire Extinguishers & Cabinets,FIRE EXT CAB (1) ON EACH LEVEL = (3),1,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000895.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000895.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000895.png
region_000896,A-425,Equipment Plans & Schedule,Safety Specialties,Furnish & Install Shower And Tub Seats,Emergency Aid Devices,ST1 SHWR SEAT SHOWER OR TUB SEAT X,1,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000896.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000896.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000896.png
region_000897,A-425,Equipment Plans & Schedule,Safety Specialties,Furnish & Install Shower And Tub Seats,Emergency Aid Devices,SHWR SEAT,2,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000897.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000897.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000897.png
region_000898,A-425,Equipment Plans & Schedule,Safety Specialties,Furnish & Install Shower And Tub Seats,Emergency Aid Devices,SHWR SEAT,2,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000898.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000898.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000898.png
region_000899,A-425,Equipment Plans & Schedule,Safety Specialties,Furnish & Install Shower And Tub Seats,Emergency Aid Devices,ST1,2,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000899.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000899.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000899.png
region_000900,A-425,Equipment Plans & Schedule,Safety Specialties,Furnish & Install Shower And Tub Seats,Emergency Aid Devices,ST1,2,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000900.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000900.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000900.png
region_000901,A-425,Equipment Plans & Schedule,Storage Specialties,Furnish & Install Mailboxes,Postal Specialties,"MB1 MAILBOX MAILBOX, 16 MAIL & 2 PACKAGES PER UNIT X",1,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000901.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000901.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000901.png
region_000902,A-425,Equipment Plans & Schedule,Storage Specialties,Furnish & Install Mailboxes,Postal Specialties,MAILBOX (6),2,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000902.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000902.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000902.png
region_000903,A-425,Equipment Plans & Schedule,Storage Specialties,Furnish & Install Mailboxes,Postal Specialties,MAILBOX (4),1,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000903.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000903.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000903.png
region_000904,A-425,Equipment Plans & Schedule,Storage Specialties,Furnish & Install Mailboxes,Postal Specialties,MAILBOX (6),2,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000904.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000904.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000904.png
region_000905,A-425,Equipment Plans & Schedule,Storage Specialties,Furnish & Install Mailboxes,Postal Specialties,MB1,3,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000905.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000905.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000905.png
region_000906,A-425,Equipment Plans & Schedule,Storage Specialties,Furnish & Install Mailboxes,Postal Specialties,MB1,3,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000906.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000906.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000906.png
region_000907,A-425,Equipment Plans & Schedule,Storage Specialties,Furnish & Install Mailboxes,Postal Specialties,MB1,3,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000907.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000907.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000907.png
region_000908,A-425,Equipment Plans & Schedule,Storage Specialties,Furnish & Install Shelving and Closet Rods,Others,"CR2 CLST ROD CLOSET ROD, CHROME, FIXED ENDS X",1,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000908.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000908.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000908.png
region_000909,A-425,Equipment Plans & Schedule,Storage Specialties,Furnish & Install Shelving and Closet Rods,Others,CLST ROD,14,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000909.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000909.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000909.png
region_000910,A-425,Equipment Plans & Schedule,Storage Specialties,Furnish & Install Shelving and Closet Rods,Others,CLST ROD,14,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000910.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000910.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000910.png
region_000911,A-425,Equipment Plans & Schedule,Storage Specialties,Furnish & Install Shelving and Closet Rods,Others,CLST ROD,14,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000911.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000911.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000911.png
region_000912,A-425,Equipment Plans & Schedule,Storage Specialties,Furnish & Install Shelving and Closet Rods,Others,CLST ROD,14,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000912.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000912.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000912.png
region_000913,A-425,Equipment Plans & Schedule,Storage Specialties,Furnish & Install Shelving and Closet Rods,Others,CLST ROD,14,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000913.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000913.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000913.png
region_000914,A-425,Equipment Plans & Schedule,Storage Specialties,Furnish & Install Shelving and Closet Rods,Others,CLST ROD,14,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000914.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000914.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000914.png
region_000915,A-425,Equipment Plans & Schedule,Storage Specialties,Furnish & Install Shelving and Closet Rods,Others,CLST ROD,14,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000915.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000915.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000915.png
region_000916,A-425,Equipment Plans & Schedule,Storage Specialties,Furnish & Install Shelving and Closet Rods,Others,CLST ROD,14,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000916.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000916.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000916.png
region_000917,A-425,Equipment Plans & Schedule,Storage Specialties,Furnish & Install Shelving and Closet Rods,Others,CLST ROD,14,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000917.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000917.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000917.png
region_000918,A-425,Equipment Plans & Schedule,Storage Specialties,Furnish & Install Shelving and Closet Rods,Others,CLST ROD,14,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000918.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000918.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000918.png
region_000919,A-425,Equipment Plans & Schedule,Storage Specialties,Furnish & Install Shelving and Closet Rods,Others,CLST ROD,14,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000919.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000919.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000919.png
region_000920,A-425,Equipment Plans & Schedule,Storage Specialties,Furnish & Install Shelving and Closet Rods,Others,CLST ROD,14,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000920.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000920.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000920.png
region_000921,A-425,Equipment Plans & Schedule,Storage Specialties,Furnish & Install Shelving and Closet Rods,Others,CLST ROD,14,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000921.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000921.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000921.png
region_000922,A-425,Equipment Plans & Schedule,Storage Specialties,Furnish & Install Shelving and Closet Rods,Others,CLST ROD,14,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000922.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000922.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000922.png
region_000923,A-425,Equipment Plans & Schedule,Storage Specialties,Furnish & Install Shelving and Closet Rods,Others,CR2,14,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000923.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000923.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000923.png
region_000924,A-425,Equipment Plans & Schedule,Storage Specialties,Furnish & Install Shelving and Closet Rods,Others,CR2,14,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000924.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000924.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000924.png
region_000925,A-425,Equipment Plans & Schedule,Storage Specialties,Furnish & Install Shelving and Closet Rods,Others,CR2,14,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000925.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000925.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000925.png
region_000926,A-425,Equipment Plans & Schedule,Storage Specialties,Furnish & Install Shelving and Closet Rods,Others,CR2,14,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000926.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000926.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000926.png
region_000927,A-425,Equipment Plans & Schedule,Storage Specialties,Furnish & Install Shelving and Closet Rods,Others,CR2,14,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000927.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000927.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000927.png
region_000928,A-425,Equipment Plans & Schedule,Storage Specialties,Furnish & Install Shelving and Closet Rods,Others,CR2,14,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000928.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000928.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000928.png
region_000929,A-425,Equipment Plans & Schedule,Storage Specialties,Furnish & Install Shelving and Closet Rods,Others,CR2,14,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000929.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000929.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000929.png
region_000930,A-425,Equipment Plans & Schedule,Storage Specialties,Furnish & Install Shelving and Closet Rods,Others,CR2,14,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000930.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000930.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000930.png
region_000931,A-425,Equipment Plans & Schedule,Storage Specialties,Furnish & Install Shelving and Closet Rods,Others,CR2,14,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000931.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000931.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000931.png
region_000932,A-425,Equipment Plans & Schedule,Storage Specialties,Furnish & Install Shelving and Closet Rods,Others,CR2,14,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000932.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000932.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000932.png
region_000933,A-425,Equipment Plans & Schedule,Storage Specialties,Furnish & Install Shelving and Closet Rods,Others,CR2,14,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000933.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000933.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000933.png
