llm_status,llm_region_type,llm_identified_content,llm_direct_bid_item_evidence,llm_association_strength,llm_decision,llm_confidence,llm_reason,llm_error,llm_attempts,row_index,region_id,sheet_number,bid_item
SUCCESS,GRID_REFERENCE,"Cluster of circular grid callouts with alphanumeric designations (e.g., A1, A2, F2, E1, E2) and axis labels (AX, AZ, AV) aligned with dashed grid lines on Sheet A-005 Roof Plan. Not a finish tag or room label.",No text or symbol that directly identifies the bid item 'Furnish & Install Unspecified Floor Finish From Schedule'. No carpet/vinyl/finish indication or schedule entry visible in this region.,NONE,WRONG,HIGH,"The region shows grid reference callouts (A1, A2, F2, etc.) and axis labels, which are grid/location indicators on the plan. There is no explicit finish item, finish tag, or schedule entry tying this region to the bid item. Therefore there is no direct association to 'Furnish & Install Unspecified Floor Finish From Schedule'; the correct ruling is WRONG with no association.",,1,334,region_000334,A-005,Furnish & Install Unspecified Floor Finish From Schedule
SUCCESS,FINISH_TAG,F1,"The region shows a small label 'F1' which appears to be a finish tag. There is no explicit finish material name (e.g., Carpet, Vinyl) or direct schedule reference visible in this region that ties it to a specific floor finish item.",NONE,WRONG,MEDIUM,"The highlighted region contains a generic finish tag (F1) but does not directly identify the specific floor finish material or a finish schedule entry. A direct association would require explicit material labeling (e.g., Carpet, Floor Finish) or a visible link to a schedule/detail within the region. Without that, the region cannot be considered a direct reference to the Bid Item (Furnish & Install Unspecified Floor Finish From Schedule).",,1,335,region_000335,A-005,Furnish & Install Unspecified Floor Finish From Schedule
SUCCESS,FINISH_TAG,F3,"Region shows a 'F3' finish tag; no finish name, material, area assignment, or schedule entry visible within this region; cannot confirm direct association to the bid item.",NONE,WRONG,HIGH,"The highlighted region contains only a finish tag 'F3' and does not explicitly identify a floor finish material or a schedule entry within this region. The bid item requires a specified finish from the schedule; without the schedule detail visible here, there is no direct evidence linking this region to the bid item.",,1,336,region_000336,A-005,Furnish & Install Unspecified Floor Finish From Schedule
SUCCESS,FINISH_TAG,F3,"The highlighted region visibly shows a finish tag labeled 'F3' on the architectural roof plan. This type of tag directly references a floor finish in the finish schedule and is the explicit mechanism by which the bid item 'Furnish & Install Unspecified Floor Finish From Schedule' would be implemented. The tag itself identifies the applicable finish item to be drawn from the schedule, satisfying a direct association to the bid item.",DIRECT,RIGHT,HIGH,"The region contains a clearly visible finish tag (F3) which directly designates the floor finish to be used, as per the bid item requiring furnishing and installation of a floor finish from the schedule. This is a direct reference, not an indirect implication (e.g., same trade or general flooring).",,1,337,region_000337,A-005,Furnish & Install Unspecified Floor Finish From Schedule
SUCCESS,FINISH_TAG,FZ,"The region shows only a circular label with the text 'FZ' (Finish Zone). There is no explicit finish material name, finish type, or a schedule reference shown in this region that directly names or identifies a floor finish installation.",NONE,WRONG,HIGH,"1) The highlighted region visibly contains a Finish Zone tag ('FZ'), not a material/work item. 2) There is no direct label indicating a specific floor finish (e.g., carpet, tile) or a schedule entry tied to 'Furnish & Install Unspecified Floor Finish'. 3) Without a direct finish label or schedule reference, the region cannot be said to directly identify the bid item. 4) OCR notes are secondary; the image evidence itself does not establish a direct association. 5) No assumption about the bid item is required; the evidence simply does not provide a direct link.",,1,338,region_000338,A-005,Furnish & Install Unspecified Floor Finish From Schedule
SUCCESS,FINISH_TAG,FZ,The region shows a finish tag marker (FZ) but does not specify the actual floor finish type or installation. It appears to reference a schedule rather than directly identifying the bid item work.,INDIRECT,WRONG,MEDIUM,"The highlighted region contains a Finish Zone tag (FZ), which only signals a finish-related area to be defined in a schedule. It does not directly identify the specific floor finish work (carpet/vinyl/etc.) or installation required by the bid item. Therefore, there is no direct association with the Bid Item from this region.",,1,339,region_000339,A-005,Furnish & Install Unspecified Floor Finish From Schedule
SUCCESS,FINISH_TAG,FX,"The highlighted region contains a blue circled tag labeled 'FX', a finish tag used to designate a floor finish to be drawn from the Floor Finish Schedule. This directly identifies a finish/work assignment for the area, matching the Bid Item: Furnish & Install Unspecified Floor Finish From Schedule.",DIRECT,RIGHT,HIGH,"The region shows a finish tag (FX) on the plan, which is a direct indication of the finish work to be installed per the schedule. It is not a room label, grid reference, or generic note, and it explicitly points to finish allocation rather than requiring inference from related trades or notes.",,1,340,region_000340,A-005,Furnish & Install Unspecified Floor Finish From Schedule
SUCCESS,FINISH_TAG,"Two circular callouts labeled FX on a roof-plan region, likely indicating finish tags, with no explicit finish material name or schedule visible in the region.","No direct evidence of a floor finish material, installation, or schedule entry within this region. Only generic finish symbols are visible on a roof plan.",NONE,WRONG,MEDIUM,"The region shows generic finish tags (FX) but does not contain explicit flooring material, a floor-finish schedule reference, or any other direct indication of ‘Furnish & Install Unspecified Floor Finish From Schedule.’ The item requires a specific floor finish referenced by a schedule, which is not visibly identified by the highlighted region on this sheet (Roof Plan A-005).",,1,341,region_000341,A-005,Furnish & Install Unspecified Floor Finish From Schedule
SUCCESS,GENERAL_NOTE,FV (Field Verify) circular callout bubbles,"FV field-verify callouts; no explicit finish, material, or schedule item referenced; no direct indication of flooring work",NONE,WRONG,HIGH,"The highlighted region contains circular 'FV' callouts indicating 'Field Verify' as a general note. There is no direct evidence in the region that identifies, labels, or references the Bid Item 'Furnish & Install Unspecified Floor Finish From Schedule' (no finish, material, room label, or schedule entry directly tied to flooring). Therefore, it does not provide a direct association to the bid item.",,1,342,region_000342,A-005,Furnish & Install Unspecified Floor Finish From Schedule
SUCCESS,GENERAL_NOTE,FV (Field Verify) balloon/tag,"No direct evidence linking to the bid item; the region is a Field Verify callout, not a finish/specification reference.",NONE,WRONG,HIGH,"The highlighted region contains a circular tag 'FV', which, per the legend meaning provided (FIELD VERIFY), denotes a field verification note. It does not identify a floor finish, finish type, or schedule item. There is no explicit reference to a floor finish in this region, and the location is on a roof plan sheet rather than a finish schedule. Therefore, it does not directly represent the original bid item (Furnish & Install Unspecified Floor Finish).",,1,343,region_000343,A-005,Furnish & Install Unspecified Floor Finish From Schedule
SUCCESS,FINISH_TAG,F2,"The highlighted region shows a circular blue finish tag with the label 'F2'. This type of tag directly references a finish entry in the finishes schedule, which is the mechanism by which an 'Unspecified Floor Finish From Schedule' bid item would be fulfilled. Therefore the region directly ties to the bid item by indicating a finish designation that is defined in the schedule.",DIRECT,RIGHT,HIGH,"The region contains a finish tag (FINISH_TAG) 'F2' which is a direct identifier used to locate a specific finish in the schedule. This is not merely related by discipline or similar work; it explicitly points to the finish item in the schedule, aligning with the Bid Item: Furnish & Install Unspecified Floor Finish From Schedule.",,1,344,region_000344,A-005,Furnish & Install Unspecified Floor Finish From Schedule
SUCCESS,FINISH_TAG,F2,The region only shows a finish tag (F2) with no explicit description of a floor finish or link to a floor finish schedule. The sheet is a roof plan (A-005 Bldg Types Roof Plan) and there is no direct evidence in this region identifying a floor finish work or tying F2 to the Bid Item 'Furnish & Install Unspecified Floor Finish From Schedule'.,NONE,WRONG,HIGH,"The highlighted region visibly contains a circular tag labeled 'F2' which is a finish tag. However, there is no direct indication this tag corresponds to the 'Unspecified Floor Finish From Schedule' bid item. The sheet is a roof plan, not a floor plan, and there is no explicit schedule reference or flooring context within this region to establish a direct association. Therefore, this region does not directly identify or reference the bid item.",,1,345,region_000345,A-005,Furnish & Install Unspecified Floor Finish From Schedule
SUCCESS,GRID_REFERENCE,"Blue circular grid reference bubbles labeled C1, C2, C3 aligned with vertical dashed gridlines along the roof plan; no finish tag or floor finish label visible within the highlighted region","No direct indication of floor finishing work, finish tag (e.g., F1), or a finish schedule reference present in the region",NONE,WRONG,HIGH,"The region visually shows grid references/callouts (C1, C2, C3) and gridlines, which are plan geometry references. There is no explicit finish tag, material/work label, or schedule entry that directly identifies the bid item 'Furnish & Install Unspecified Floor Finish From Schedule'. Therefore, there is no direct evidence linking this region to the bid item; any relation would be indirect at best.",,1,346,region_000346,A-005,Furnish & Install Unspecified Floor Finish From Schedule
SUCCESS,GRID_REFERENCE,"Grid reference bubbles along vertical dashed grid lines with labels such as C3, C2, C1, F2, A1, A2 (grid references) visible on a roof-plan sheet. No finish/material/work items are directly shown in the region.",No direct evidence of the bid item (Furnish & Install Unspecified Floor Finish) is visible in this region; it shows grid references only.,NONE,WRONG,HIGH,"The region visibly contains grid reference bubbles/labels (C3, C2, C1, F2, A1, A2) and vertical grid lines. It does not depict any finish, material, room label, schedule entry, or detail that directly identifies or references the bid item 'Furnish & Install Unspecified Floor Finish From Schedule'. As per the rules, a grid reference alone is not a bid-item indication and does not constitute direct association.",,2,347,region_000347,A-005,Furnish & Install Unspecified Floor Finish From Schedule
SUCCESS,GRID_REFERENCE,F3,,NONE,WRONG,HIGH,"The highlighted region contains the grid reference 'F3' (blue circular bubble). Grid references are for location on the plan and do not represent a bid item or finish/work. There is no direct evidence in this region (no finish tag, schedule entry, or material/designation visible) that identifies or references the Original Bid Item 'Furnish & Install Unspecified Floor Finish From Schedule'. Therefore, the region does not directly associate with the bid item.",,1,348,region_000348,A-005,Furnish & Install Unspecified Floor Finish From Schedule
SUCCESS,GRID_REFERENCE,F3,"The region shows a grid reference bubble 'F3' and contains no finish, specification, or schedule text that directly identifies the bid item (Furnish & Install Unspecified Floor Finish From Schedule).",INDIRECT,WRONG,HIGH,"This region contains only a grid reference (F3). Grid references are not bid items and do not directly identify any finish/work from the bid item. There is no direct indication of flooring finish or related work in this region. Therefore, there is no direct drawing evidence linking this region to the bid item; the association is indirect at best and does not satisfy the DIRECT ASSOCIATION REQUIREMENT.",,1,349,region_000349,A-005,Furnish & Install Unspecified Floor Finish From Schedule
SUCCESS,FINISH_TAG,FZ,"The highlighted region shows a FINISH_TAG labeled 'FZ' directly within the region, indicating a floor finish assignment for that area. This is explicit finish work labeling, which aligns with the Bid Item 'Furnish & Install Unspecified Floor Finish From Schedule' (the actual finish type to be defined in the schedule).",DIRECT,RIGHT,HIGH,"The region visibly contains the finish tag 'FZ', which directly identifies a floor finish assignment in that exact location. This is not interpretive or based on same-trade reasoning; it is a direct annotation of finish work intended for that area, matching the bid item scope of furnishing and installing a floor finish per the schedule.",,1,350,region_000350,A-005,Furnish & Install Unspecified Floor Finish From Schedule
SUCCESS,FINISH_TAG,"Blue circular finish tag labeled ""FZ"" located on the roof plan portion (A-005) near the central corridor area.",No explicit finish disclosure or schedule reference is visible in the highlighted region. The tag appears on a Roof Plan page (Bldg Types Roof Plan) and does not identify a specific floor finish or tie to the floor finish schedule.,NONE,WRONG,HIGH,"The region contains a finish tag (FZ) but is on a Roof Plan sheet and does not directly identify or reference the Unspecified Floor Finish From Schedule. There is no explicit connection to a floor finish item or to the schedule within this region. Therefore, it does not provide direct evidence that this region is the correct representation for the bid item.",,1,351,region_000351,A-005,Furnish & Install Unspecified Floor Finish From Schedule
SUCCESS,FINISH_TAG,Finish tag bubble labeled FX located along the plan line (appears as a circular bubble with FX).,"The region shows a generic finish tag (FX) but there is no explicit finish code, room/area designation, or schedule entry that directly references the Bid Item 'Furnish & Install Unspecified Floor Finish From Schedule.' No explicit floor finish type or schedule line is visible in the highlighted region.",INDIRECT,WRONG,MEDIUM,"The highlighted region contains a finish-tag annotation (FX) but does not itself identify a specific floor finish or a direct reference to the finish schedule used by the bid item. There is no explicit indication of ‘unspecified floor finish’ being furnished/installed in this exact region, only a generic finish tag. Without a visible finish schedule entry or a concrete finish type tied to this region, the evidence does not provide a direct association to the bid item. Therefore, this region is not a direct representation of the bid item and is classified as WRONG with INDIRECT evidence.",,1,352,region_000352,A-005,Furnish & Install Unspecified Floor Finish From Schedule
SUCCESS,FINISH_TAG,"Blue circular finish tags labeled ""FX"" present in the highlighted region.","The region visibly contains blue circular markers with the label ""FX"", which are finish tags indicating a floor finish assignment for that area. This directly identifies a floor finish work and ties to the Bid Item: Furnish & Install Unspecified Floor Finish From Schedule.",DIRECT,RIGHT,HIGH,"The highlighted region shows explicit finish-tag markers (FX) tied to floor finishes. This is direct evidence of a floor finish being specified for that region, aligning with the bid item to furnish & install a floor finish from the schedule. There is no need to infer from related trades or schedules beyond the visible finish tag labeling.",,2,353,region_000353,A-005,Furnish & Install Unspecified Floor Finish From Schedule
SUCCESS,EQUIPMENT_TAG,Circular tag with 'FV' (Field Verify) used as a legend symbol,"FV symbol is a legend-driven field-verify indicator, not a finish item or schedule entry for flooring",NONE,WRONG,HIGH,"The highlighted region shows a circular tag reading 'FV', which corresponds to the Field Verify legend entry (G-002.3). This is a legend/verification symbol, not a direct identification of a floor finish, finish schedule, or any flooring work. There is no explicit reference to the bid item 'Furnish & Install Unspecified Floor Finish From Schedule' in this region. Therefore, no direct association to the bid item exists; the evidence is only a legend symbol, not a finish item.",,2,354,region_000354,A-005,Furnish & Install Unspecified Floor Finish From Schedule
SUCCESS,GENERAL_NOTE,FV,"The region contains a Field Verify (FV) tag, not a finish or flooring reference. There is no finish label, schedule entry, or material/work item visible that directly corresponds to the Bid Item (Furnish & Install Unspecified Floor Finish).",NONE,WRONG,HIGH,"The highlighted FV tag is a FIELD VERIFY note from the legend (G-002.3) and does not identify or reference the specified floor finish. It does not directly label or locate any floor finish work, and is not a finish tag, finish schedule, or material/work item tied to the Bid Item on this roof plan sheet.",,1,355,region_000355,A-005,Furnish & Install Unspecified Floor Finish From Schedule
SUCCESS,GRID_REFERENCE,"Blue circled grid references along dashed lines (e.g., C2, C1, F2, A1, A2) visible in the region.","No direct reference to the bid item is visible in this region; it shows grid/plan geometry rather than a finish label, schedule entry, or finish tag.",NONE,WRONG,HIGH,"The highlighted region consists of circular grid reference markers along grid lines. This is a plan/grid reference element, not a finish/product reference. There is no explicit finish work, material, room label, schedule entry, or detail in this region that directly identifies or references the bid item 'Furnish & Install Unspecified Floor Finish From Schedule'. OCR hints (F2) pertain to grid location, not bid-item content.",,1,356,region_000356,A-005,Furnish & Install Unspecified Floor Finish From Schedule
SUCCESS,GRID_REFERENCE,F2,"Grid reference bubble 'F2' with connecting dashed grid line. No finish tag, material, schedule entry, or other direct indication of the bid item visible in this region.",NONE,WRONG,HIGH,"The highlighted region contains a grid reference bubble labeled 'F2' and a grid line, which is a plan/navigation reference. It does not identify any floor finish, finish type, or schedule entry. The original bid item is 'Furnish & Install Unspecified Floor Finish From Schedule' (a finish/work item), but there is no direct evidence in this region linking to that bid item. According to the grid reference special rule, grid references are not bid items. Therefore no direct association exists, making the association WRONG.",,1,357,region_000357,A-005,Furnish & Install Unspecified Floor Finish From Schedule
SUCCESS,GRID_REFERENCE,"Grid reference region: multiple circular grid callouts along vertical grid lines with alphanumeric labels (e.g., C1, C2, C3, F2, A1, A2, etc.). No finish/material label or schedule entry is visible within this highlighted area.","No direct evidence linking to the bid item. The region consists of grid bubbles used for locating features on the plan, not a finish/work label or schedule entry identifying a floor finish.",NONE,WRONG,HIGH,"The highlighted region clearly shows grid reference callouts (grid bubbles) rather than any finish, material, or work item. The Bid Item is Furnish & Install Unspecified Floor Finish From Schedule, which would require a direct reference to a specific finish/type or a finish schedule entry. There is no such direct reference in the region. Therefore, no direct association exists.",,1,358,region_000358,A-005,Furnish & Install Unspecified Floor Finish From Schedule
SUCCESS,DIMENSION,"Region contains a small inline annotation reading '1.7%', typical of a slope/dimension marker on a roof plan.",,NONE,WRONG,HIGH,"The highlighted area shows a roof-dimension/slope annotation (1.7%), not a finish label or item that directly identifies a floor finish. There is no direct reference to the bid item 'Furnish & Install Unspecified Floor Finish From Schedule' in this region; only a geometric/planence context on a roof plan. Therefore, there is no direct association to the bid item.",,1,359,region_000359,A-005,Furnish & Install Unspecified Floor Finish From Schedule
SUCCESS,GRID_REFERENCE,F3,No direct evidence of finish work; region shows grid reference F3 (grid bubble/line reference).,NONE,WRONG,HIGH,"The highlighted region visibly contains the grid reference 'F3' and does not identify, locate, or reference the original bid item (Furnish & Install Unspecified Floor Finish From Schedule). A grid reference is not a bid item and provides no direct evidence of flooring work for this drawing region.",,1,360,region_000360,A-005,Furnish & Install Unspecified Floor Finish From Schedule
SUCCESS,GRID_REFERENCE,F3,"No direct bid item evidence; region shows a grid reference bubble (F3) used for locating grid lines, not for identifying or specifying flooring work.",NONE,WRONG,HIGH,"The highlighted region contains the grid reference F3, a typical grid bubble on the plan. This region does not identify, locate, or reference the bid item (Furnish & Install Unspecified Floor Finish From Schedule) in any direct manner. The bid item requires a finish tag, finish schedule, or specification text tied to a floor finish, which is not evidenced by a grid label. Therefore, there is no direct association to the bid item; the evidence is GRID_REFERENCE, not a finish/work item.",,1,361,region_000361,A-005,Furnish & Install Unspecified Floor Finish From Schedule
SUCCESS,FINISH_TAG,FZ (Finish Zone) label visible in region,No explicit floor finish callout or schedule reference is visible in this region; it shows a generic Finish Zone tag rather than a direct finish item,NONE,WRONG,LOW,"The highlighted region contains an FZ (Finish Zone) tag, but there is no direct indication of a specific floor finish or a schedule entry tying this area to the bid item 'Furnish & Install Unspecified Floor Finish From Schedule'. The region is on a Roof Plan (Sheet A-005) and does not present a direct finish label (e.g., carpet/tloor finish name) or explicit schedule reference. Therefore there is no direct evidence that this region represents the bid item; any link would be indirect at best and not sufficient for the correct association.",,2,362,region_000362,A-005,Furnish & Install Unspecified Floor Finish From Schedule
SUCCESS,FINISH_TAG,Two blue circled 'FZ' finish-zone tags visible in the highlighted region on the roof plan (corridor area).,"No explicit flooring finish name, material, or schedule entry is shown within the region. The evidence is only generic 'FZ' finish-zone annotation.",NONE,WRONG,HIGH,The region contains generic finish-zone markers (FZ) but does not directly identify a specific floor finish or a corresponding schedule entry. Therefore it does not provide direct evidence for the bid item 'Furnish & Install Unspecified Floor Finish From Schedule.',,1,363,region_000363,A-005,Furnish & Install Unspecified Floor Finish From Schedule
SUCCESS,FINISH_TAG,Finish tag markers (FX) distributed along the roof-plan region (circles with FX labels),NONE,NONE,WRONG,HIGH,"The highlighted region contains finish-tag markers (FX) on a Roof Plan (Sheet A-005). There is no direct evidence within this region that identifies a specific floor finish or a schedule entry for furnishing and installing an unspecified floor finish. The plan shown is a roof plan, not an interior floor plan, so finish tags here would pertain to roof finishes, not the floor finish bid item. No explicit reference to a floor finish schedule or item is visible in the highlighted region. Therefore, there is no direct association to the Bid Item (Furnish & Install Unspecified Floor Finish From Schedule); the association is not demonstrated by the region itself.",,1,364,region_000364,A-005,Furnish & Install Unspecified Floor Finish From Schedule
SUCCESS,FINISH_TAG,Two blue circled 'FX' finish-tag markers located on the roof-plan region.,"The bid item is 'Furnish & Install Unspecified Floor Finish From Schedule'; the region shows explicit finish tags (FX) that are typically used to reference entries in the floor finish schedule, directly associating this region with the floor finish work.",DIRECT,RIGHT,HIGH,The highlighted region visibly contains finish tags 'FX' which explicitly denote a floor finish element to be drawn from the finish schedule. This is a direct indication of the bid item (floor finish from schedule) rather than an indirect or generic association.,,3,365,region_000365,A-005,Furnish & Install Unspecified Floor Finish From Schedule
SUCCESS,EQUIPMENT_TAG,FV equipment tag (blue circled label) on roof plan,NONE,NONE,WRONG,HIGH,"The highlighted region shows a blue circled 'FV' equipment tag, not a finish label or floor finish reference. It does not identify flooring material, finish schedule, or any floor finish work. Therefore there is no direct evidence linking this region to the Bid Item 'Furnish & Install Unspecified Floor Finish From Schedule'. The tag is unrelated to floor finishes and requires inference, which is not allowed.",,1,366,region_000366,A-005,Furnish & Install Unspecified Floor Finish From Schedule
SUCCESS,PLAN_GEOMETRY,"Roof plan region with roof geometry and slope callouts; includes field-verify markers (FV) and grid/notation around the area. No finish tag, finish schedule, or explicit flooring reference visible within the region.",NONE,NONE,WRONG,HIGH,"The highlighted region is on the Building Types Roof Plan (A-005) and shows roof-plan elements (slope percentages, structural delineations) rather than any floor finish. There is no explicit finish identification (e.g., carpet, tile, or floor finish schedule) or finish tag that directly ties to the Bid Item 'Furnish & Install Unspecified Floor Finish From Schedule.' The 'FV' markers present are Field Verify indicators, not finish references. Therefore, there is no direct evidence linking this specific region to the bid item; the association is WRONG.",,1,367,region_000367,A-005,Furnish & Install Unspecified Floor Finish From Schedule
SUCCESS,GRID_REFERENCE,F2,No direct evidence of floor finish or bid-item related content; region shows a grid reference (F2) with circular tag along a grid line.,NONE,WRONG,HIGH,"The highlighted region visibly contains the grid reference F2 (blue circular tag) along a vertical dashed grid line. This is a grid reference marker, not a finish spec, room label, or any bid-item identifier. The bid item requires furnishing and installing a floor finish, but there is no explicit finish reference or schedule entry in this region. Special rule: grid references do not directly establish the bid item.",,1,368,region_000368,A-005,Furnish & Install Unspecified Floor Finish From Schedule
SUCCESS,GRID_REFERENCE,F2 grid reference bubble,GRID_REFERENCE (grid bubble showing F2),NONE,WRONG,HIGH,"1) The highlighted region contains a circular blue bubble with the text 'F2', which is a grid reference label (grid bubble) on the plan. 2) A grid reference is evidence of location referencing, not a finish, material, or bid-item description. 3) The Special Rule for GRID REFERENCES states that a grid bubble is NOT a bid item and should not be taken as evidence of furnishing/installing a specific finish. 4) The Bid Item is 'Furnish & Install Unspecified Floor Finish From Schedule' (Interior floor finishes), which would require a finish/location indicator, not a grid label on a roof plan. 5) Therefore, there is no direct evidence connecting this region to the bid item; the association is NONE (not INDIRECT), so the region does not directly identify the bid item. ",,1,369,region_000369,A-005,Furnish & Install Unspecified Floor Finish From Schedule
SUCCESS,FINISH_TAG,F1 (finish tag),"The highlighted region is a blue circled finish tag (F1) on the roof plan, which directly designates a floor finish assignment to that area per the Finish Schedule referenced by the bid item 'Furnish & Install Unspecified Floor Finish From Schedule'.",DIRECT,RIGHT,HIGH,"The region visibly contains a finish tag labeled 'F1' on the roof plan, which is a direct indicator of the floor finish work to be installed per the Finish Schedule. This is a finishing element explicitly associated with the bid item (Unspecified Floor Finish From Schedule) and does not rely on room names, unrelated notes, or generic trade references. The presence of F1/F2 type finish tags in the vicinity confirms the intended finish tagging system used for the item.",,1,370,region_000370,A-005,Furnish & Install Unspecified Floor Finish From Schedule
SUCCESS,GRID_REFERENCE,"Blue circular grid callouts (e.g., C3, C2, C1, F2, A1, A2) and vertical/horizontal grid lines along the floor/roof plan.",No direct finish/material/finish tag/room label/schedule/detail that identifies or references the bid item.,NONE,WRONG,HIGH,"The highlighted region shows grid reference bubbles and grid lines, which are standard plan geometry markers. There is no explicit or direct indication of the bid item (Furnish & Install Unspecified Floor Finish From Schedule) within this region. A grid reference is not a bid item, and per the provided rules OCR/text or same-trade context cannot establish a direct association. Therefore the association is WRONG. ",,1,371,region_000371,A-005,Furnish & Install Unspecified Floor Finish From Schedule
SUCCESS,FINISH_TAG,Finish tag F3 (finish label shown with leader line to the area on the floor plan),"The region shows a clearly labeled finish tag 'F3' with a leader line pointing to a specific area on the plan. Finish tags are used to designate the floor finish to be installed per the finish schedule, which directly corresponds to the bid item 'Furnish & Install Unspecified Floor Finish From Schedule.'",DIRECT,RIGHT,HIGH,"The highlighted region contains a finish tag (F3) that directly identifies the floor finish required for the area. This is not a room label, grid reference, or generic note; it is a finish designation that ties to the floor finish schedule, thereby providing direct evidence for the bid item.",,1,372,region_000372,A-005,Furnish & Install Unspecified Floor Finish From Schedule
SUCCESS,GRID_REFERENCE,F3,"No direct finish, room, schedule, or specification text present; region shows only a grid reference bubble 'F3'.",NONE,WRONG,HIGH,"The highlighted region contains the grid reference label 'F3' in a blue circle. Grid references are not bid items and do not directly identify, locate, or reference the original bid item (Furnish & Install Unspecified Floor Finish From Schedule). There is no finish tag, finish schedule, or room/area indication in this region to establish a direct association with the bid item.",,1,373,region_000373,A-005,Furnish & Install Unspecified Floor Finish From Schedule
SUCCESS,FINISH_TAG,FZ,"The highlighted region shows circular finish-tag markers labeled 'FZ' along the plan. There is no explicit flooring finish material (e.g., carpet, vinyl, tile) nor a cross-reference to a Floor Finish Schedule visible within the region. Therefore the region does not directly identify or reference the bid item.",NONE,WRONG,HIGH,A finish tag like 'FZ' alone does not directly establish Furnish & Install Unspecified Floor Finish From Schedule. The bid item requires a direct finish reference (material type or a schedule cross-reference). The region only provides finish-tag notation without material identification or schedule linkage.,,1,374,region_000374,A-005,Furnish & Install Unspecified Floor Finish From Schedule
SUCCESS,FINISH_TAG,FZ,"The region shows a blue circled tag with the label 'FZ' only. There is no explicit finish material (e.g., carpet, tile, vinyl) nor a direct reference to a Floor Finish Schedule or finish type. No visible link to a specific bid item (Furnish & Install Unspecified Floor Finish) is shown in this region.",NONE,WRONG,HIGH,"The highlighted region contains a finish tag ('FZ'), but it does not directly identify a floor finish material or explicitly reference the Floor Finish Schedule. There is no material specification, schedule entry, or room/area finish description visible in this region. Without such direct evidence linking this tag to a specific finish per the bid item, the association is not direct.",,2,375,region_000375,A-005,Furnish & Install Unspecified Floor Finish From Schedule
SUCCESS,FINISH_TAG,FX finish tag balloons/callouts along the plan (blue circled FX labels).,"No explicit finish description, flooring schedule reference, or material name visible in the region. No direct flooring finish item identified (e.g., specific carpet/vinyl/etc. or a schedule entry).",NONE,WRONG,MEDIUM,"The region contains FX finish-tag indicators, which suggest a finish annotation, but there is no direct, explicit reference to the Bid Item 'Furnish & Install Unspecified Floor Finish From Schedule' (no flooring finish material name or schedule entry visible). The region is on a roof plan and constitutes finish tags rather than a specific floor finish installation reference. Therefore, there is no direct evidence tying this exact region to the bid item; any relation would be indirect at best.",,1,376,region_000376,A-005,Furnish & Install Unspecified Floor Finish From Schedule
SUCCESS,FINISH_TAG,Blue circled 'FX' finish tags located on the floor plan within the highlighted region.,"The highlighted region shows finish tags (FX) applied to the floor area, which directly indicates a floor finish to be furnished/installed as per the schedule. This provides direct evidence for the bid item 'Furnish & Install Unspecified Floor Finish From Schedule'.",DIRECT,RIGHT,HIGH,"The region visibly contains finish assignment markers (FX) on the floor, which directly identifies a floor finish to be provided in that area. This is a direct drawing indication of the bid item, not merely a contextual or same-trade relationship. No OCR/text alone was used to justify the decision.",,1,377,region_000377,A-005,Furnish & Install Unspecified Floor Finish From Schedule
SUCCESS,GENERAL_NOTE,"A blue circled annotation 'FV' (Field Verify) appears at multiple locations within the roof plan region, with occasional 'EW' circles near fixtures. These are labeling/verification callouts rather than a direct finish tag or finish schedule entry. The highlighted region shows no explicit finish item, material, or schedule reference that directly identifies the bid item (Furnish & Install Unspecified Floor Finish). The region is located on Sheet A-005 (Bldg Types Roof Plan) and does not contain a finish reference tied to a floor finish installation.
",NONE,NONE,WRONG,HIGH,"The region visually contains field-verify (FV) callouts and related tags (e.g., EW) that do not directly name or locate a floor finish, finish schedule, or any flooring work. There is no explicit evidence (finish type, finish schedule reference, or material tag) that directly ties this region to the bid item 'Furnish & Install Unspecified Floor Finish.' The evidence is limited to general notes/verification markers and does not establish a direct association to the bid item.",,1,378,region_000378,A-005,Furnish & Install Unspecified Floor Finish From Schedule
SUCCESS,EQUIPMENT_TAG,FV (Field Verify) tag in blue circle on roof plan region,No direct reference to a floor finish or finish schedule in this region; the tag indicates a field verification note rather than a finish/work item.,NONE,WRONG,HIGH,"The highlighted region contains an FV (Field Verify) tag, which per the legend stands for a field verification note, not a finish tag or schedule entry. There is no explicit finish type, finish schedule reference, or other direct indication of the bid item “Furnish & Install Unspecified Floor Finish From Schedule” in this region. The sheet appears to be a roof plan (A-005), where interior floor finishes are not specified, so there is no direct evidence connecting this region to the bid item.",,1,379,region_000379,A-005,Furnish & Install Unspecified Floor Finish From Schedule
SUCCESS,GRID_REFERENCE,F2,"No direct evidence linking the region to the bid item; region is a grid reference bubble (F2) rather than a finish label, room label, schedule entry, or material/work designation.",NONE,WRONG,HIGH,"The highlighted region contains a grid reference 'F2' which serves for location/layout reference. It does not identify a finish/work item or a specific flooring material. Per the special grid reference rule, grid bubbles are not bid items, so there is no direct evidence that this region represents the bid item 'Furnish & Install Unspecified Floor Finish From Schedule'. Therefore the association is NOT direct, i.e., WRONG.",,1,380,region_000380,A-005,Furnish & Install Unspecified Floor Finish From Schedule
